"","NATIVITY","BPLD","YEAR","WARD","SEX","NFAMS","AGE","OCC","NATIVITY_MOM","BIRTHPLACE","Nativity_Type","age_classified"
"13145",2,2500,1920,24,"female",1,50,999,NA,"Massachusetts","Native born, and father foreign, mother native","(40,50]"
"13146",1,2500,1920,24,"female",1,12,999,2,"Massachusetts","Native born, and both parents native born","(10,20]"
"13147",1,2500,1920,24,"male",2,47,994,NA,"Massachusetts","Native born, and both parents native born","(40,50]"
"13148",1,2500,1920,24,"female",2,50,999,NA,"Massachusetts","Native born, and both parents native born","(40,50]"
"13149",1,2500,1920,24,"male",2,21,799,1,"Massachusetts","Native born, and both parents native born","(20,30]"
"13150",1,2500,1920,24,"female",2,16,785,1,"Massachusetts","Native born, and both parents native born","(10,20]"
"13151",5,26070,1920,24,"male",2,24,362,NA,"Other West Indies","Foreign born","(20,30]"
"13152",2,2300,1920,24,"female",1,50,516,NA,"Maine","Native born, and father foreign, mother native","(40,50]"
"13153",2,2300,1920,24,"female",1,18,516,2,"Maine","Native born, and father foreign, mother native","(10,20]"
"13154",4,4200,1920,24,"male",1,44,362,NA,"Pennsylvania","Native born, and both parents foreign","(40,50]"
"13155",5,41400,1920,24,"female",1,47,999,NA,"Ireland","Foreign born","(40,50]"
"13156",3,4400,1920,24,"male",1,19,476,5,"Rhode Island","Native born, and mother foreign, father native","(10,20]"
"13157",3,4400,1920,24,"female",1,17,999,5,"Rhode Island","Native born, and mother foreign, father native","(10,20]"
"13158",3,4400,1920,24,"male",1,11,999,5,"Rhode Island","Native born, and mother foreign, father native","(10,20]"
"13159",3,2500,1920,24,"male",1,9,999,5,"Massachusetts","Native born, and mother foreign, father native","(0,10]"
"13160",1,2700,1920,24,"male",1,32,634,NA,"Minnesota","Native born, and both parents native born","(30,40]"
"13161",4,4400,1920,24,"female",1,34,999,NA,"Rhode Island","Native born, and both parents foreign","(30,40]"
"13162",1,3300,1920,24,"female",1,9,999,4,"New Hampshire","Native born, and both parents native born","(0,10]"
"13163",1,3300,1920,24,"male",1,8,999,4,"New Hampshire","Native born, and both parents native born","(0,10]"
"13164",1,2500,1920,24,"male",1,5,999,4,"Massachusetts","Native born, and both parents native born","(0,10]"
"13165",5,45530,1920,24,"male",1,38,386,NA,"Russian Poland","Foreign born","(30,40]"
"13166",5,45530,1920,24,"female",1,39,999,NA,"Russian Poland","Foreign born","(30,40]"
"13167",5,45530,1920,24,"female",1,16,522,5,"Russian Poland","Foreign born","(10,20]"
"13168",5,45530,1920,24,"female",1,13,999,5,"Russian Poland","Foreign born","(10,20]"
"13169",4,2500,1920,24,"male",1,6,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"13170",4,2500,1920,24,"female",1,2,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"13171",5,43400,1920,24,"male",1,38,266,NA,"Italy","Foreign born","(30,40]"
"13172",5,43400,1920,24,"female",1,32,999,NA,"Italy","Foreign born","(30,40]"
"13173",4,2500,1920,24,"female",1,8,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"13174",4,2500,1920,24,"female",1,6,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"13175",4,2500,1920,24,"female",1,4,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"13176",4,2500,1920,24,"male",1,2,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"13177",4,2500,1920,24,"male",1,0,999,5,"Massachusetts","Native born, and both parents foreign",NA
"13178",1,3300,1920,24,"female",3,91,735,NA,"New Hampshire","Native born, and both parents native born","(90,100]"
"13179",1,3300,1920,24,"female",3,62,735,1,"New Hampshire","Native born, and both parents native born","(60,70]"
"13180",5,45360,1920,24,"male",3,46,805,NA,"Prussia, nec","Foreign born","(40,50]"
"13181",5,41400,1920,24,"female",3,31,960,NA,"Ireland","Foreign born","(30,40]"
"13182",1,2500,1920,24,"male",2,48,158,NA,"Massachusetts","Native born, and both parents native born","(40,50]"
"13183",1,2500,1920,24,"female",2,42,999,NA,"Massachusetts","Native born, and both parents native born","(40,50]"
"13184",1,2500,1920,24,"male",2,19,988,1,"Massachusetts","Native born, and both parents native born","(10,20]"
"13185",1,2500,1920,24,"female",2,10,999,1,"Massachusetts","Native born, and both parents native born","(0,10]"
"13186",1,2500,1920,24,"female",2,8,999,1,"Massachusetts","Native born, and both parents native born","(0,10]"
"13187",1,2500,1920,24,"female",2,49,862,NA,"Massachusetts","Native born, and both parents native born","(40,50]"
"13188",4,2500,1920,24,"male",2,48,362,5,"Massachusetts","Native born, and both parents foreign","(40,50]"
"13189",1,3300,1920,24,"female",2,45,999,NA,"New Hampshire","Native born, and both parents native born","(40,50]"
"13190",1,2500,1920,24,"male",2,23,994,1,"Massachusetts","Native born, and both parents native born","(20,30]"
"13191",1,2500,1920,24,"female",2,15,999,1,"Massachusetts","Native born, and both parents native born","(10,20]"
"13192",1,2500,1920,24,"male",2,11,999,1,"Massachusetts","Native born, and both parents native born","(10,20]"
"13193",5,41000,1920,24,"female",2,73,999,NA,"England","Foreign born","(70,80]"
"13194",3,2500,1920,24,"male",2,23,362,NA,"Massachusetts","Native born, and mother foreign, father native","(20,30]"
"13195",5,15000,1920,24,"male",1,35,158,NA,"Canada","Foreign born","(30,40]"
"13196",1,2500,1920,24,"female",1,29,999,NA,"Massachusetts","Native born, and both parents native born","(20,30]"
"13197",2,2500,1920,24,"female",1,4,999,1,"Massachusetts","Native born, and father foreign, mother native","(0,10]"
"13198",2,2500,1920,24,"male",1,2,999,1,"Massachusetts","Native born, and father foreign, mother native","(0,10]"
"13199",5,43400,1920,24,"male",1,23,362,NA,"Italy","Foreign born","(20,30]"
"13200",5,43400,1920,24,"female",1,20,999,NA,"Italy","Foreign born","(10,20]"
"13201",4,2500,1920,24,"male",1,0,999,5,"Massachusetts","Native born, and both parents foreign",NA
"13202",5,43400,1920,24,"male",4,41,176,NA,"Italy","Foreign born","(40,50]"
"13203",5,43400,1920,24,"female",4,39,999,NA,"Italy","Foreign born","(30,40]"
"13204",5,43400,1920,24,"male",4,17,132,5,"Italy","Foreign born","(10,20]"
"13205",4,5400,1920,24,"female",4,12,999,5,"West Virginia","Native born, and both parents foreign","(10,20]"
"13206",4,5400,1920,24,"male",4,10,999,5,"West Virginia","Native born, and both parents foreign","(0,10]"
"13207",4,2500,1920,24,"male",4,7,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"13208",4,2500,1920,24,"male",4,5,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"13209",4,2500,1920,24,"male",4,3,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"13210",4,2500,1920,24,"female",4,1,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"13211",5,43400,1920,24,"male",4,22,384,NA,"Italy","Foreign born","(20,30]"
"13212",5,43400,1920,24,"male",4,21,384,NA,"Italy","Foreign born","(20,30]"
"13213",5,43400,1920,24,"male",4,33,384,NA,"Italy","Foreign born","(30,40]"
"13214",5,45530,1920,24,"male",1,30,386,NA,"Russian Poland","Foreign born","(20,30]"
"13215",5,45500,1920,24,"female",1,25,999,NA,"Poland","Foreign born","(20,30]"
"13216",4,2500,1920,24,"female",1,5,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"13217",4,2500,1920,24,"male",1,3,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"13218",4,2500,1920,24,"male",1,2,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"13219",5,41000,1920,24,"male",1,49,610,NA,"England","Foreign born","(40,50]"
"13220",5,40500,1920,24,"female",1,46,999,NA,"Sweden","Foreign born","(40,50]"
"13221",1,3300,1920,24,"male",2,52,644,NA,"New Hampshire","Native born, and both parents native born","(50,60]"
"13222",1,2500,1920,24,"female",2,49,999,NA,"Massachusetts","Native born, and both parents native born","(40,50]"
"13223",4,900,1920,24,"male",2,30,362,NA,"Connecticut","Native born, and both parents foreign","(20,30]"
"13224",2,2500,1920,24,"male",1,45,634,NA,"Massachusetts","Native born, and father foreign, mother native","(40,50]"
"13225",4,2500,1920,24,"female",1,41,999,NA,"Massachusetts","Native born, and both parents foreign","(40,50]"
"13226",1,2500,1920,24,"female",1,21,995,4,"Massachusetts","Native born, and both parents native born","(20,30]"
"13227",1,2500,1920,24,"male",1,19,362,4,"Massachusetts","Native born, and both parents native born","(10,20]"
"13228",1,2500,1920,24,"female",1,17,999,4,"Massachusetts","Native born, and both parents native born","(10,20]"
"13229",1,2500,1920,24,"female",1,16,999,4,"Massachusetts","Native born, and both parents native born","(10,20]"
"13230",1,2500,1920,24,"male",1,12,999,4,"Massachusetts","Native born, and both parents native born","(10,20]"
"13231",5,43400,1920,24,"male",2,38,266,NA,"Italy","Foreign born","(30,40]"
"13232",5,43400,1920,24,"female",2,30,999,NA,"Italy","Foreign born","(20,30]"
"13233",4,2500,1920,24,"female",2,9,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"13234",4,2500,1920,24,"male",2,9,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"13235",4,2500,1920,24,"female",2,6,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"13236",4,2500,1920,24,"male",2,4,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"13237",4,2500,1920,24,"male",2,1,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"13238",4,2500,1920,24,"female",2,0,999,5,"Massachusetts","Native born, and both parents foreign",NA
"13239",5,43400,1920,24,"male",2,45,266,NA,"Italy","Foreign born","(40,50]"
"13240",5,43400,1920,24,"male",3,91,134,NA,"Italy","Foreign born","(90,100]"
"13241",5,43400,1920,24,"male",3,53,134,NA,"Italy","Foreign born","(50,60]"
"13242",5,43400,1920,24,"male",3,32,134,NA,"Italy","Foreign born","(30,40]"
"13243",5,43400,1920,24,"male",3,46,134,NA,"Italy","Foreign born","(40,50]"
"13244",5,43400,1920,24,"male",1,43,260,NA,"Italy","Foreign born","(40,50]"
"13245",5,43400,1920,24,"female",1,36,999,NA,"Italy","Foreign born","(30,40]"
"13246",5,43400,1920,24,"female",1,19,999,5,"Italy","Foreign born","(10,20]"
"13247",4,2500,1920,24,"male",1,9,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"13248",4,2500,1920,24,"male",1,7,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"13249",4,2500,1920,24,"female",1,5,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"13250",4,2500,1920,24,"male",1,4,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"13251",4,2500,1920,24,"female",1,2,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"13252",4,2500,1920,24,"male",1,0,999,5,"Massachusetts","Native born, and both parents foreign",NA
"13253",5,41000,1920,24,"male",1,40,148,NA,"England","Foreign born","(30,40]"
"13254",5,41000,1920,24,"female",1,39,999,NA,"England","Foreign born","(30,40]"
"13255",5,41000,1920,24,"female",1,17,999,5,"England","Foreign born","(10,20]"
"13256",5,41000,1920,24,"male",1,15,999,5,"England","Foreign born","(10,20]"
"13257",5,41000,1920,24,"female",1,13,999,5,"England","Foreign born","(10,20]"
"13258",5,41000,1920,24,"female",1,10,999,5,"England","Foreign born","(0,10]"
"13259",1,2500,1920,24,"male",1,25,612,NA,"Massachusetts","Native born, and both parents native born","(20,30]"
"13260",4,2500,1920,24,"female",1,33,999,NA,"Massachusetts","Native born, and both parents foreign","(30,40]"
"13261",1,2500,1920,24,"male",1,10,999,4,"Massachusetts","Native born, and both parents native born","(0,10]"
"13262",1,2500,1920,24,"female",1,5,999,4,"Massachusetts","Native born, and both parents native born","(0,10]"
"13263",1,2500,1920,24,"male",1,2,999,4,"Massachusetts","Native born, and both parents native born","(0,10]"
"13264",1,900,1920,24,"male",1,47,362,NA,"Connecticut","Native born, and both parents native born","(40,50]"
"13265",2,2500,1920,24,"female",1,47,999,NA,"Massachusetts","Native born, and father foreign, mother native","(40,50]"
"13266",1,2500,1920,24,"male",1,24,994,2,"Massachusetts","Native born, and both parents native born","(20,30]"
"13267",1,3600,1920,24,"female",1,23,707,2,"New York","Native born, and both parents native born","(20,30]"
"13268",1,2500,1920,24,"male",1,22,707,2,"Massachusetts","Native born, and both parents native born","(20,30]"
"13269",1,2500,1920,24,"male",1,18,994,2,"Massachusetts","Native born, and both parents native born","(10,20]"
"13270",1,2500,1920,24,"male",1,16,707,2,"Massachusetts","Native born, and both parents native born","(10,20]"
"13271",1,2500,1920,24,"male",1,13,999,2,"Massachusetts","Native born, and both parents native born","(10,20]"
"13272",5,41100,1920,24,"female",1,57,999,NA,"Scotland","Foreign born","(50,60]"
"13273",4,2500,1920,24,"male",1,11,999,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"13274",1,2500,1920,24,"male",1,56,362,NA,"Massachusetts","Native born, and both parents native born","(50,60]"
"13275",1,900,1920,24,"female",1,58,999,NA,"Connecticut","Native born, and both parents native born","(50,60]"
"13276",4,2500,1920,24,"male",1,29,148,NA,"Massachusetts","Native born, and both parents foreign","(20,30]"
"13277",1,2500,1920,24,"female",1,25,999,NA,"Massachusetts","Native born, and both parents native born","(20,30]"
"13278",1,2500,1920,24,"female",1,1,999,1,"Massachusetts","Native born, and both parents native born","(0,10]"
"13279",5,45300,1920,0,"male",1,34,196,NA,"Germany","Foreign born","(30,40]"
"13280",5,45000,1920,0,"female",1,32,999,NA,"Austria","Foreign born","(30,40]"
"13281",4,3400,1920,0,"female",1,11,999,5,"New Jersey","Native born, and both parents foreign","(10,20]"
"13282",4,3400,1920,0,"female",1,5,999,5,"New Jersey","Native born, and both parents foreign","(0,10]"
"13283",5,15000,1920,0,"male",1,31,596,NA,"Canada","Foreign born","(30,40]"
"13284",2,2500,1920,0,"female",1,26,999,NA,"Massachusetts","Native born, and father foreign, mother native","(20,30]"
"13285",2,2500,1920,0,"female",1,3,999,2,"Massachusetts","Native born, and father foreign, mother native","(0,10]"
"13286",2,2500,1920,0,"male",1,1,999,2,"Massachusetts","Native born, and father foreign, mother native","(0,10]"
"13287",5,45300,1920,25,"male",12,58,906,NA,"Germany","Foreign born","(50,60]"
"13288",5,15000,1920,25,"female",12,49,999,NA,"Canada","Foreign born","(40,50]"
"13289",1,2500,1920,25,"female",12,11,999,5,"Massachusetts","Native born, and both parents native born","(10,20]"
"13290",5,15000,1920,25,"female",12,53,916,NA,"Canada","Foreign born","(50,60]"
"13291",1,2300,1920,25,"male",12,23,378,NA,"Maine","Native born, and both parents native born","(20,30]"
"13292",3,5000,1920,25,"male",12,33,378,NA,"Vermont","Native born, and mother foreign, father native","(30,40]"
"13293",1,2500,1920,25,"male",12,44,850,NA,"Massachusetts","Native born, and both parents native born","(40,50]"
"13294",1,3300,1920,25,"male",12,27,616,NA,"New Hampshire","Native born, and both parents native born","(20,30]"
"13295",5,45300,1920,25,"male",12,29,791,NA,"Germany","Foreign born","(20,30]"
"13296",1,2500,1920,25,"male",12,46,791,NA,"Massachusetts","Native born, and both parents native born","(40,50]"
"13297",1,3600,1920,25,"male",12,60,994,NA,"New York","Native born, and both parents native born","(50,60]"
"13298",1,2500,1920,25,"male",12,25,708,NA,"Massachusetts","Native born, and both parents native born","(20,30]"
"13299",1,3300,1920,25,"male",12,39,610,NA,"New Hampshire","Native born, and both parents native born","(30,40]"
"13300",1,2500,1920,25,"male",12,77,999,NA,"Massachusetts","Native born, and both parents native born","(70,80]"
"13301",4,2500,1920,25,"female",12,57,999,NA,"Massachusetts","Native born, and both parents foreign","(50,60]"
"13302",4,2500,1920,25,"female",12,35,999,4,"Massachusetts","Native born, and both parents foreign","(30,40]"
"13303",5,15000,1920,25,"male",1,56,860,NA,"Canada","Foreign born","(50,60]"
"13304",4,2500,1920,25,"female",1,56,791,NA,"Massachusetts","Native born, and both parents foreign","(50,60]"
"13305",2,2500,1920,25,"female",1,24,995,4,"Massachusetts","Native born, and father foreign, mother native","(20,30]"
"13306",4,2500,1920,25,"female",1,51,999,NA,"Massachusetts","Native born, and both parents foreign","(50,60]"
"13307",1,2300,1920,25,"female",1,69,999,NA,"Maine","Native born, and both parents native born","(60,70]"
"13308",1,900,1920,25,"male",1,46,372,NA,"Connecticut","Native born, and both parents native born","(40,50]"
"13309",1,3600,1920,25,"female",1,43,999,NA,"New York","Native born, and both parents native born","(40,50]"
